DISABLED	ID	parent class	label	Equivalence axiom	Equivalence Override	Subclass axiom	definition	comment	Exact Synonym	Broad Synonym	Minimum	Aves	Bovidae	Suina	Ursidae	Cervidae	Camelidae	Giraffoidea	Hippopotamidae	Cetacea	Canidae	Felidae	Pinnipedia	Musteloidea	Perissodactyla	Diprotodontia	Rodentia	Lagomorpha	Chiroptera	Eulipotyphla	Primates	Bivalvia	Cephalopoda	Gastropoda	Reptilia	Echinodermata	Amphibian	Chelicerata	Crustacea	Hexapoda	Other	Fish
	FOODON:02010187	piece of {organism} breast	piece of {organism} breast (with skin)	'piece of {organism} breast' and 'has part' some ('derives from' some 'skin of body')			A piece of {organism} breast that contains skin.					chicken|turkey|duck																														
	FOODON:02010188	piece of {organism} breast (with skin)	piece of {organism} breast (with skin, raw)	'piece of {organism} breast (with skin)' and 'has quality' some 'raw'			A raw piece of {organism} breast that contains skin.					chicken|turkey																														
	FOODON:02010329	piece of {organism} breast (with skin)	piece of {organism} breast (with skin, boneless)	'piece of {organism} breast (with skin)' and not ('has part' some ('derives from' some 'bone element')) 			A piece of boneless {organism} breast that contains skin.					duck																														
	FOODON:02010323	piece of {organism} breast (with skin, boneless)	piece of {organism} breast (with skin, boneless, raw)	'piece of {organism} breast (with skin, boneless)' and 'has quality' some 'raw'			A raw piece of boneless {organism} breast that contains skin.																																			
	FOODON:02010189	piece of {organism} breast (skinless)	piece of {organism} breast (skinless, boneless)	'piece of {organism} breast (skinless)' and not ('has part' some ('derives from' some 'bone element')) 			A piece of skinless and boneless {organism} breast.					chicken|turkey|duck																														
	FOODON:02010190	piece of {organism} breast (skinless, boneless)	piece of {organism} breast (skinless, boneless, raw)	'piece of {organism} breast (skinless, boneless)' and 'has quality' some 'raw'			A raw piece of skinless and boneless {organism} breast.					chicken|turkey																														
	FOODON:02010191	piece of {organism} neck	piece of {organism} neck (with skin)	'piece of {organism} neck' and 'has part' some ('derives from' some 'skin of body')			A piece of {organism} neck that contains skin.					chicken|turkey																														
	FOODON:02010192	piece of {organism} neck (with skin)	piece of {organism} neck (with skin, raw)	'piece of {organism} neck (with skin)' and 'has quality' some 'raw'			A raw piece of {organism} neck that contains skin.					chicken|turkey																														
	FOODON:02010193	piece of {organism} neck	piece of {organism} neck (skinless)	'piece of {organism} neck' and not ('has part' some ('derives from' some 'skin of body'))			A piece of skinless {organism} neck.					chicken|turkey																														
	FOODON:02010194	piece of {organism} neck (skinless)	piece of {organism} neck (skinless, raw)	'piece of {organism} neck (skinless)' and 'has quality' some 'raw'			A raw piece of skinless {organism} neck.					chicken|turkey																														
	FOODON:02010195	piece of {organism} thigh	piece of {organism} thigh (with skin)	'piece of {organism} thigh' and 'has part' some ('derives from' some 'skin of body')			A piece of {organism} thigh that contains skin.					chicken|turkey																														
	FOODON:02010196	piece of {organism} thigh (with skin)	piece of {organism} thigh (with skin, raw)	'piece of {organism} thigh (with skin)' and 'has quality' some 'raw'			A raw piece of {organism} thigh that contains skin.					chicken|turkey																														
	FOODON:02010197	piece of {organism} thigh	piece of {organism} thigh (skinless)	'piece of {organism} thigh' and not ('has part' some ('derives from' some 'skin of body'))			A piece of skinless {organism} thigh.					chicken|turkey																														
	FOODON:02010198	piece of {organism} thigh (skinless)	piece of {organism} thigh (skinless, raw)	'piece of {organism} thigh (skinless)' and 'has quality' some 'raw'			A raw piece of skinless {organism} thigh.					chicken|turkey																														
	FOODON:02010199	piece of {organism} wing	piece of {organism} wing (with skin)	'piece of {organism} wing' and 'has part' some ('derives from' some 'skin of body')			A piece of {organism} wing that contains skin.					chicken|turkey																														
	FOODON:02010200	piece of {organism} wing (with skin)	piece of {organism} wing (with skin, raw)	'piece of {organism} wing (with skin)' and 'has quality' some 'raw'			A raw piece of {organism} wing that contains skin.					chicken|turkey																														
	FOODON:02010201	piece of {organism} wing	piece of {organism} wing (skinless)	'piece of {organism} wing' and not ('has part' some ('derives from' some 'skin of body'))			A piece of skinless {organism} wing.					chicken|turkey																														
	FOODON:02010202	piece of {organism} wing (skinless)	piece of {organism} wing (skinless, raw)	'piece of {organism} wing (skinless)' and 'has quality' some 'raw'			A raw piece of skinless {organism} wing.					chicken|turkey																														
	FOODON:02010203	piece of {organism} meat	piece of dark {organism} meat				A piece of meat that comes from a{n} {organism} drumstick, thigh or leg. 					chicken|turkey|poultry																														
	FOODON:02010204	piece of dark {organism} meat	piece of dark {organism} meat (raw)	'piece of dark {organism} meat' and 'has quality' some 'raw'			A raw piece of dark {organism} meat.					chicken|turkey|poultry																														
	FOODON:02010205	piece of dark {organism} meat	piece of dark {organism} meat (with skin)	'piece of dark {organism} meat' and 'has part' some ('derives from' some 'skin of body')			A piece of dark {organism} meat that contains skin.					chicken|turkey																														
	FOODON:02010206	piece of {organism} meat (with skin)	piece of dark {organism} meat (with skin, raw)	'piece of dark {organism} meat (with skin)' and 'has quality' some 'raw'			A raw piece of dark {organism} meat that contains skin.					chicken|turkey																														
	FOODON:02010207	piece of dark {organism} meat	piece of dark {organism} meat (skinless)	'piece of dark {organism} meat' and not ('has part' some ('derives from' some 'skin of body'))			A piece of skinless dark {organism} meat.					chicken|turkey																														
	FOODON:02010208	piece of dark {organism} meat (skinless)	piece of dark {organism} meat (skinless, raw)	'piece of dark {organism} meat (skinless)' and 'has quality' some 'raw'			A raw piece of skinless dark {organism} meat.					chicken|turkey																														
	FOODON:02010209	piece of {organism} meat	piece of light {organism} meat				A piece of light meat that comes from a{n} {organism} breast or wing.					chicken|turkey|squab|poultry																														
	FOODON:02010210	piece of light {organism} meat	piece of light {organism} meat (raw)	'piece of light {organism} meat' and 'has quality' some 'raw'			A raw piece of light {organism} meat.					chicken|turkey|squab|poultry																														
	FOODON:02010211	piece of light {organism} meat	piece of light {organism} meat (with skin)	'piece of light {organism} meat' and 'has part' some ('derives from' some 'skin of body')			A piece of light {organism} meat that contains skin.					chicken|turkey																														
	FOODON:02010212	piece of light {organism} meat (with skin)	piece of light {organism} meat (with skin, raw)	'piece of light {organism} meat (with skin)' and 'has quality' some 'raw'			A raw piece of light {organism} meat that contains skin.					chicken|turkey																														
	FOODON:02010213	piece of light {organism} meat	piece of light {organism} meat (skinless)	'piece of light {organism} meat' and not ('has part' some ('derives from' some 'skin of body'))			A piece of skinless light {organism} meat.					chicken|turkey|squab																														
	FOODON:02010214	piece of light {organism} meat (skinless)	piece of light {organism} meat (skinless, raw)	'piece of light {organism} meat (skinless)' and 'has quality' some 'raw'			A raw piece of skinless light {organism} meat.					chicken|turkey|squab																														
	FOODON:02010218	piece(s) of {organism} meat	piece(s) of {organism} meat (with skin)	'piece(s) of {organism} meat' and 'has part' some ('derives from' some 'skin of body')			One or more pieces of {organism} meat that contain skin.					chicken|turkey	lamb|goat|bison	pork																												
	FOODON:02010219	piece(s) of {organism} meat	piece(s) of {organism} meat (skinless)	'piece(s) of {organism} meat' and not ('has part' some ('derives from' some 'skin of body'))			One or more pieces of skinless {organism} meat.					chicken|turkey	lamb|goat|bison																													
	FOODON:02010220	piece(s) of {organism} meat (skinless)	piece(s) of {organism} meat (skinless, raw)	'piece(s) of {organism} meat (skinless)' and 'has quality' some 'raw'			One or more raw pieces of skinless {organism} meat.					chicken|turkey	lamb|goat|bison																													
	FOODON:02010221	piece(s) of {organism} meat (with skin)	piece(s) of {organism} meat (with skin, raw)	'piece(s) of {organism} meat (with skin)' and 'has quality' some 'raw'			One or more raw pieces of {organism} meat that contain skin.					chicken|turkey	lamb|goat|bison	pork																												
	FOODON:02010222	piece(s) of {organism} meat	piece(s) of {organism} meat (boneless)	'piece(s) of {organism} meat' and not ('has part' some ('derives from' some 'bone element')) 			One or more pieces of boneless {organism} meat.					chicken|turkey|emu|poultry|ostrich	lamb|goat|bison|antelope|veal|buffalo	pork|wild boar		elk|deer											squirrel															
	FOODON:02010223	piece(s) of {organism} meat (boneless)	{organism} meat (ground)	'piece(s) of {organism} meat' and 'is specified output of' some 'food grinding' 			{organism} meat that has been ground.					chicken|turkey|emu|poultry|ostrich	lamb|goat|bison|veal|antelope|buffalo	pork|wild boar		elk|deer											squirrel															
	FOODON:02010224	{organism} meat (ground)	{organism} meat (ground, raw)	'{organism} meat (ground)' and 'has quality' some 'raw'			Ground {organism} meat that is raw.					chicken|turkey|emu|poultry|ostrich	lamb|goat|bison|veal|antelope|buffalo	pork		elk|deer																										
	FOODON:02010226	piece(s) of {organism} meat (boneless)	piece(s) of {organism} meat (deboned)	'piece(s) of {organism} meat (boneless)' and 'is specified output of' some 'deboning'			One or more pieces of deboned {organism} meat.					chicken|turkey	lamb|goat	pork																												
	FOODON:02010227	piece(s) of {organism} meat (deboned)	piece(s) of {organism} meat (deboned, raw)	'piece(s) of {organism} meat (deboned)' and 'has quality' some 'raw'			One or more raw pieces of deboned {organism} meat.					chicken|turkey	lamb|goat	pork																												
	FOODON:02010228	piece(s) of {organism} meat (deboned)	piece(s) of {organism} meat (mechanically deboned)				One or more pieces of mechanically deboned {organism} meat.					chicken|turkey	lamb|goat	pork																												
	FOODON:02010229	piece(s) of {organism} meat (mechanically deboned)	piece(s) of {organism} meat (mechanically deboned, raw)	'piece(s) of {organism} meat (mechanically deboned)' and 'has quality' some 'raw'			One or more raw pieces of mechanically deboned {organism} meat.					chicken|turkey	lamb|goat	pork																												
	FOODON:02010231	piece(s) of {organism} meat	piece(s) of {organism} meat (frozen)	'piece(s) of {organism} meat' and 'has quality' some 'frozen'			One or more pieces of frozen {organism} meat.					chicken|turkey	lamb|goat	pork																												
	FOODON:02020033	{organism} meat (ground)	{organism} meat (ground, fresh frozen)	'{organism} meat (ground)' and 'has quality' some 'fresh frozen'			{organism} meat that has been ground and is fresh frozen.					chicken|turkey	lamb|goat	pork																												
	FOODON:02010233	piece(s) of {organism} meat (boneless)	{organism} meat (minced)	'piece(s) of {organism} meat' and 'is specified output of' some 'food mincing' 			{organism} meat that has been minced with a blade.					chicken|turkey	lamb|goat	pork																												
	FOODON:02020034	{organism} meat (minced)	{organism} meat (minced, raw)	'{organism} meat (minced)' and 'has quality' some 'raw'			{organism} meat that has been minced.					chicken|turkey	lamb|goat	pork																												
	FOODON:02010236	{organism} meat (ground)	{organism} meat (ground, lean)				{organism} meat that is ground and lean.					chicken|turkey		pork																												
	FOODON:02020035	{organism} meat (ground)	{organism} meat (ground, extra lean)				{organism} meat that is ground and extra lean.					chicken|turkey		pork																												
	FOODON:02010238	{organism} meat (ground)	{organism} meat (ground, medium)				{organism} meat that is medium ground.					chicken|turkey		pork																												
	FOODON:02010239	{organism} meat (ground)	{organism} meat (ground, regular)				{organism} meat that is ground and regular.					chicken|turkey		pork																												
	FOODON:02010240	{organism} meat (ground)	{organism} meat (ground, sirloin)				{organism} meat that comes from sirloin region and is ground.							pork																												
	FOODON:02010241	piece(s) of {organism_base}	piece(s) of {organism} organ	'has member' some 'piece of {organism} organ' and 'has member' only 'piece of {organism} organ'			One or more pieces of {organism} organ.	collection of {organism} organ piece(s)				chicken|turkey|goose	beef|veal|lamb|antelope|domestic yak|goat|buffalo|sheep|beefalo|bison|gazelle|water buffalo	pork|wild boar																												
	FOODON:02010242	piece(s) of {organism} organ	piece(s) of {organism} skin	'has member' some 'piece of {organism} skin' and 'has member' only 'piece of {organism} skin'			One or more pieces of {organism} skin.	collection of {organism} skin piece(s)				chicken|turkey		pork																												
	FOODON:02010243	piece(s) of {organism} organ	piece(s) of {organism} heart	'has member' some 'piece of {organism} heart' and 'has member' only 'piece of {organism} heart'			One or more pieces of {organism} heart.	collection of {organism} heart piece(s)				chicken|turkey	beef|lamb|veal	pork																												
	FOODON:02010244	piece(s) of {organism} organ	piece(s) of {organism} brain	'has member' some 'piece of {organism} brain' and 'has member' only 'piece of {organism} brain'			One or more pieces of {organism} brain.	collection of {organism} brain piece(s)				chicken|turkey	beef|lamb|veal	pork																												
	FOODON:02010245	piece(s) of {organism} organ	piece(s) of {organism} kidney	'has member' some 'piece of {organism} kidney' and 'has member' only 'piece of {organism} kidney'			One or more pieces of {organism} kidney.	collection of {organism} kidney piece(s)				chicken|turkey	beef|lamb|veal	pork																												
	FOODON:02010246	piece(s) of {organism} organ	piece(s) of {organism} liver	'has member' some 'piece of {organism} liver' and 'has member' only 'piece of {organism} liver'			One or more pieces of {organism} liver.	collection of {organism} liver piece(s)				chicken|turkey|goose	beef|lamb|veal	pork																												
	FOODON:02010247	piece(s) of {organism} organ	piece(s) of {organism} spleen	'has member' some 'piece of {organism} spleen' and 'has member' only 'piece of {organism} spleen'			One or more pieces of {organism} spleen.	collection of {organism} spleen piece(s)				chicken	beef|lamb|veal	pork																												
	FOODON:02010248	piece(s) of {organism} organ	piece(s) of {organism} lung	'has member' some 'piece of {organism} lung' and 'has member' only 'piece of {organism} lung'			One or more pieces of {organism} lung.	collection of {organism} lung piece(s)					beef|lamb|veal	pork																												
	FOODON:02010249	piece(s) of {organism} organ	piece(s) of {organism} gizzard	'has member' some 'piece of {organism} gizzard' and 'has member' only 'piece of {organism} gizzard'			One or more pieces of {organism} gizzard.	collection of {organism} gizzard piece(s)				chicken|turkey																														
	FOODON:02010250	piece(s) of {organism} organ	piece(s) of {organism} tongue	'has member' some 'piece of {organism} tongue' and 'has member' only 'piece of {organism} tongue'			One or more pieces of {organism} tongue.	collection of {organism} tongue piece(s)				chicken|turkey	beef|lamb|veal	pork																												
	FOODON:02010251	piece(s) of {organism} organ	piece(s) of {organism} thymus	'has member' some 'piece of {organism} thymus' and 'has member' only 'piece of {organism} thymus'			One or more pieces of {organism} thymus.	collection of {organism} thymus piece(s)					beef|lamb|veal	pork																												
	FOODON:02010252	piece(s) of {organism} organ	piece(s) of {organism} pancreas	'has member' some 'piece of {organism} pancreas' and 'has member' only 'piece of {organism} pancreas'			One or more pieces of {organism} pancreas.	collection of {organism} pancreas piece(s)					beef|lamb|veal	pork																												
	FOODON:02010253	piece(s) of {organism} organ	piece(s) of {organism} ovary	'has member' some 'piece of {organism} ovary' and 'has member' only 'piece of {organism} ovary'			One or more pieces of {organism} ovary.	collection of {organism} ovary piece(s)																																		
	FOODON:02010254	piece(s) of {organism} organ	piece(s) of {organism} testicle	'has member' some 'piece of {organism} testicle' and 'has member' only 'piece of {organism} testicle'			One or more pieces of {organism} testicle.	collection of {organism} testicle piece(s)					beef|lamb																													
	FOODON:02010255	piece(s) of {organism} organ	piece(s) of {organism} stomach	'has member' some 'piece of {organism} stomach' and 'has member' only 'piece of {organism} stomach'			One or more pieces of {organism} stomach.	collection of {organism} stomach piece(s)					beef|sheep|goat|veal|antelope	pork																												
	FOODON:02010256	piece(s) of {organism} organ	piece(s) of {organism} ear	'has member' some 'piece of {organism} ear' and 'has member' only 'piece of {organism} ear'			One or more pieces of {organism} ear.	collection of {organism} ear piece(s)						pork																												
	FOODON:02010257	piece(s) of {organism} organ	piece(s) of {organism} organ (raw)	'piece(s) of {organism} organ' and 'has quality' some 'raw'			One or more raw pieces of {organism} organ.					chicken|turkey	beef|veal|lamb|antelope|domestic yak|goat|buffalo|sheep|beefalo|bison|gazelle|water buffalo	pork																												
	FOODON:02010258	piece(s) of {organism} skin	piece(s) of {organism} skin (raw)	'piece(s) of {organism} skin' and 'has quality' some 'raw'			One or more raw pieces of {organism} skin.					chicken|turkey		pork																												
	FOODON:02010259	piece(s) of {organism} heart	piece(s) of {organism} heart (raw)	'piece(s) of {organism} heart' and 'has quality' some 'raw'			One or more raw pieces of {organism} heart.					chicken|turkey	beef|lamb|veal	pork																												
	FOODON:02010260	piece(s) of {organism} brain	piece(s) of {organism} brain (raw)	'piece(s) of {organism} brain' and 'has quality' some 'raw'			One or more raw pieces of {organism} brain.					chicken|turkey	beef|lamb|veal	pork																												
	FOODON:02010261	piece(s) of {organism} kidney	piece(s) of {organism} kidney (raw)	'piece(s) of {organism} kidney' and 'has quality' some 'raw'			One or more raw pieces of {organism} kidney.					chicken|turkey	beef|lamb|veal	pork																												
	FOODON:02010262	piece(s) of {organism} liver	piece(s) of {organism} liver (raw)	'piece(s) of {organism} liver' and 'has quality' some 'raw'			One or more raw pieces of {organism} liver.					chicken|turkey	beef|lamb|veal	pork																												
	FOODON:02010263	piece(s) of {organism} spleen	piece(s) of {organism} spleen (raw)	'piece(s) of {organism} spleen' and 'has quality' some 'raw'			One or more raw pieces of {organism} spleen.					chicken	beef|lamb|veal	pork																												
	FOODON:02010264	piece(s) of {organism} lung	piece(s) of {organism} lung (raw)	'piece(s) of {organism} lung' and 'has quality' some 'raw'			One or more raw pieces of {organism} lung.						beef|lamb|veal	pork																												
	FOODON:02010265	piece(s) of {organism} gizzard	piece(s) of {organism} gizzard (raw)	'piece(s) of {organism} gizzard' and 'has quality' some 'raw'			One or more raw pieces of {organism} gizzard.					chicken|turkey																														
	FOODON:02010266	piece(s) of {organism} tongue	piece(s) of {organism} tongue (raw)	'piece(s) of {organism} tongue' and 'has quality' some 'raw'			One or more raw pieces of {organism} tongue.					chicken|turkey	beef|lamb|veal	pork																												
	FOODON:02010267	piece(s) of {organism} thymus	piece(s) of {organism} thymus (raw)	'piece(s) of {organism} thymus' and 'has quality' some 'raw'			One or more raw pieces of {organism} thymus.						beef|lamb|veal	pork																												
	FOODON:02010268	piece(s) of {organism} pancreas	piece(s) of {organism} pancreas (raw)	'piece(s) of {organism} pancreas' and 'has quality' some 'raw'			One or more raw pieces of {organism} pancreas.						beef|lamb|veal	pork																												
	FOODON:02010269	piece(s) of {organism} ovary	piece(s) of {organism} ovary (raw)	'piece(s) of {organism} ovary' and 'has quality' some 'raw'			One or more raw pieces of {organism} ovary.																																			
	FOODON:02010270	piece(s) of {organism} testicle	piece(s) of {organism} testicle (raw)	'piece(s) of {organism} testicle' and 'has quality' some 'raw'			One or more raw pieces of {organism} testicle.						beef|lamb																													
	FOODON:02010271	piece(s) of {organism} stomach	piece(s) of {organism} stomach (raw)	'piece(s) of {organism} stomach' and 'has quality' some 'raw'			One or more raw pieces of {organism} stomach.						beef|sheep|goat|veal|antelope	pork																												
	FOODON:02010272	piece(s) of {organism} ear	piece(s) of {organism} ear (raw)	'piece(s) of {organism} ear' and 'has quality' some 'raw'			One or more raw pieces of {organism} ear.							pork																												
	FOODON:02010274	piece(s) of {organism} meat	piece(s) of {organism} thigh	'has member' some 'piece of {organism} thigh' and 'has member' only 'piece of {organism} thigh'			One or more pieces of {organism} thigh.	collection of {organism} thigh piece(s)				chicken|turkey																														
	FOODON:02010275	piece(s) of {organism} meat	piece(s) of {organism} breast	'has member' some 'piece of {organism} breast' and 'has member' only 'piece of {organism} breast'			One or more pieces of {organism} breast.	collection of {organism} breast piece(s)				chicken|turkey																														
	FOODON:02010276	piece(s) of {organism} meat	piece(s) of {organism} drumstick	'has member' some 'piece of {organism} drumstick' and 'has member' only 'piece of {organism} drumstick'			One or more pieces of {organism} drumstick.	collection of {organism} drumstick piece(s)				chicken|turkey																														
	FOODON:02010277	piece(s) of {organism} meat	piece(s) of {organism} wing	'has member' some 'piece of {organism} wing' and 'has member' only 'piece of {organism} wing'			One or more pieces of {organism} wing.	collection of {organism} wing piece(s)				chicken|turkey																														
	FOODON:02010278	piece(s) of {organism} meat	piece(s) of {organism} neck	'has member' some 'piece of {organism} neck' and 'has member' only 'piece of {organism} neck'			One or more pieces of {organism} neck.	collection of {organism} neck piece(s)				chicken|turkey																														
	FOODON:02010279	piece(s) of {organism} meat	piece(s) of {organism} back	'has member' some 'piece of {organism} back' and 'has member' only 'piece of {organism} back'			One or more pieces of {organism} back.	collection of {organism} back piece(s)				chicken|turkey																														
	FOODON:02010280	piece(s) of {organism} meat	piece(s) of {organism} leg	'has member' some 'piece of {organism} leg' and 'has member' only 'piece of {organism} leg'			One or more pieces of {organism} leg.	collection of {organism} leg piece(s)				chicken|turkey																									frog					
	FOODON:02010281	piece(s) of {organism} thigh	piece(s) of {organism} thigh (raw)	'piece(s) of {organism} thigh' and 'has quality' some 'raw'			One or more raw pieces of {organism} thigh.					chicken|turkey																														
	FOODON:02010282	piece(s) of {organism} breast	piece(s) of {organism} breast (raw)	'piece(s) of {organism} breast' and 'has quality' some 'raw'			One or more raw pieces of {organism} breast.					chicken|turkey																														
	FOODON:02010283	piece(s) of {organism} drumstick	piece(s) of {organism} drumstick (raw)	'piece(s) of {organism} drumstick' and 'has quality' some 'raw'			One or more raw pieces of {organism} drumstick.					chicken|turkey																														
	FOODON:02010284	piece(s) of {organism} wing	piece(s) of {organism} wing (raw)	'piece(s) of {organism} wing' and 'has quality' some 'raw'			One or more raw pieces of {organism} wing.					chicken|turkey																														
	FOODON:02010285	piece(s) of {organism} neck	piece(s) of {organism} neck (raw)	'piece(s) of {organism} neck' and 'has quality' some 'raw'			One or more raw pieces of {organism} neck.					chicken|turkey																														
	FOODON:02010286	piece(s) of {organism} back	piece(s) of {organism} back (raw)	'piece(s) of {organism} back' and 'has quality' some 'raw'			One or more raw pieces of {organism} back.					chicken|turkey																														
	FOODON:02010287	piece(s) of {organism} leg	piece(s) of {organism} leg (raw)	'piece(s) of {organism} leg' and 'has quality' some 'raw'			One or more raw pieces of {organism} leg.					chicken|turkey																									frog					
	FOODON:02010288	piece(s) of {organism} leg	piece(s) of {organism} leg (cubed)	'piece(s) of {organism} leg' and 'is specified output of' some 'food cubing'			One or more pieces of cubed {organism} leg.																																			
	FOODON:02010289	piece(s) of {organism} leg (cubed)	piece(s) of {organism} leg (cubed, raw)	'piece(s) of {organism} leg (cubed)' and 'has quality' some 'raw'			One or more raw pieces of cubed {organism} leg.																																			
	FOODON:02010290	piece(s) of {organism} thigh	piece(s) of {organism} thigh (skinless)	'piece(s) of {organism} thigh' and not ('has part' some ('derives from' some 'skin of body'))			One or more pieces of skiness {organism} thigh.					chicken|turkey																														
	FOODON:02010291	piece(s) of {organism} drumstick	piece(s) of {organism} drumstick (skinless)	'piece(s) of {organism} drumstick' and not ('has part' some ('derives from' some 'skin of body'))			One or more pieces of skinless {organism} drumstick.					chicken|turkey																														
	FOODON:02010292	piece(s) of {organism} breast	piece(s) of {organism} breast (skinless)	'piece(s) of {organism} breast' and not ('has part' some ('derives from' some 'skin of body'))			One or more pieces of skinless {organism} breast.					chicken|turkey																														
	FOODON:02010293	piece(s) of {organism} wing	piece(s) of {organism} wing (skinless)	'piece(s) of {organism} wing' and not ('has part' some ('derives from' some 'skin of body'))			One or more pieces of skinless {organism} wing.					chicken|turkey																														
	FOODON:02010294	piece(s) of {organism} thigh (skinless)	piece(s) of {organism} thigh (skinless, raw)	'piece(s) of {organism} thigh (skinless)' and 'has quality' some 'raw'			One or more raw pieces of skinless {organism} thigh.					chicken|turkey																														
	FOODON:02010295	piece(s) of {organism} drumstick (skinless)	piece(s) of {organism} drumstick (skinless, raw)	'piece(s) of {organism} drumstick (skinless)' and 'has quality' some 'raw'			One or more raw pieces of skinless {organism} drumstick.					chicken|turkey																														
	FOODON:02010296	piece(s) of {organism} breast (skinless)	piece(s) of {organism} breast (skinless, raw)	'piece(s) of {organism} breast (skinless)' and 'has quality' some 'raw'			One or more raw pieces of skinless {organism} breast.					chicken|turkey																														
	FOODON:02010297	piece(s) of {organism} wing (skinless)	piece(s) of {organism} wing (skinless, raw)	'piece(s) of {organism} wing (skinless)' and 'has quality' some 'raw'			One or more raw pieces of skinless {organism} wing.					chicken|turkey																														
	FOODON:02010298	piece(s) of {organism} thigh	piece(s) of {organism} thigh (with skin)	'piece(s) of {organism} thigh' and 'has part' some ('derives from' some 'skin of body')			One or more pieces of {organism} thigh that contain skin.					chicken|turkey																														
	FOODON:02010299	piece(s) of {organism} drumstick	piece(s) of {organism} drumstick (with skin)	'piece(s) of {organism} drumstick' and 'has part' some ('derives from' some 'skin of body')			One or more pieces of {organism} drumstick that contain skin.					chicken|turkey																														
	FOODON:02010300	piece(s) of {organism} breast	piece(s) of {organism} breast (with skin)	'piece(s) of {organism} breast' and 'has part' some ('derives from' some 'skin of body')			One or more pieces of {organism} breast that contain skin.					chicken|turkey																														
	FOODON:02010301	piece(s) of {organism} wing	piece(s) of {organism} wing (with skin)	'piece(s) of {organism} wing' and 'has part' some ('derives from' some 'skin of body')			One or more pieces of {organism} wing that contain skin.					chicken|turkey																														
	FOODON:02010302	piece(s) of {organism} thigh (with skin)	piece(s) of {organism} thigh (with skin, raw)	'piece(s) of {organism} thigh (with skin)' and 'has quality' some 'raw'			One or more raw pieces of {organism} thigh that contain skin.					chicken|turkey																														
	FOODON:02010303	piece(s) of {organism} drumstick (with skin)	piece(s) of {organism} drumstick (with skin, raw)	'piece(s) of {organism} drumstick (with skin)' and 'has quality' some 'raw'			One or more raw pieces of {organism} drumstick that contain skin.					chicken|turkey																														
	FOODON:02010304	piece(s) of {organism} breast (with skin)	piece(s) of {organism} breast (with skin, raw)	'piece(s) of {organism} breast (with skin)' and 'has quality' some 'raw'			One or more raw pieces of {organism} breast that contain skin.					chicken|turkey																														
	FOODON:02010305	piece(s) of {organism} wing (with skin)	piece(s) of {organism} wing (with skin, raw)	'piece(s) of {organism} wing (with skin)' and 'has quality' some 'raw'			One or more raw pieces of {organism} wing that contain skin.					chicken|turkey																														
	FOODON:00001567	butchery cut of {organism}	{organism} primal cut				A cut of meat that is initially separated from the carcass of a{n} {organism} during butchering.						lamb|veal|bison|buffalo	pork		elk|reindeer|deer																										
	FOODON:02010307	{organism} primal cut	{organism} primal cut (raw)				A raw {organism} primal cut.						lamb|veal|bison|buffalo	pork		elk|reindeer|deer																										
	FOODON:00004337	butchery cut of {organism}	{organism} sub-primal cut				A smaller cut of meat that is obtained from the larger primal cut of a{n} {organism}.						lamb|veal|bison|buffalo	pork		elk|reindeer|deer																										
	FOODON:02010308	{organism} sub-primal cut	{organism} sub-primal cut (raw)				A raw {organism} sub-primal cut.						lamb|veal|bison|buffalo	pork		elk|reindeer|deer																										
	FOODON:00004338	butchery cut of {organism}	{organism} retail cut				A{n} {organism} meat cut that is derived from a sub-primal, individual muscle cut or minor primal cut.		consumer cut of {organism} 			chicken|turkey	lamb|veal|bison|buffalo	pork		elk|reindeer|deer												rabbit														
	FOODON:02010309	{organism} retail cut	{organism} retail cut (raw)	'{organism} retail cut' and 'has quality' some 'raw'			A raw {organism} retail cut.						lamb|veal|bison|buffalo	pork		elk|reindeer|deer												rabbit														
	FOODON:02010310	{organism} retail cut	{organism} steak				A{n} {organism} meat cut that has a flat-cut appearance.						beef|lamb|veal|bison|buffalo	pork																												
	FOODON:02010311	{organism} steak	{organism} steak (raw)	'{organism} steak' and 'has quality' some 'raw'			A raw {organism} steak.						beef|lamb|veal|bison|buffalo	pork																												
	FOODON:02010312	{organism} retail cut	{organism} roast			'derives from' some '{organism} retail cut'	A retail cut of meat from a{n} {organism} that is of a size for slicing into more than one portion and is suitable for roasting.					chicken|turkey	beef|lamb|veal|bison|buffalo	pork		elk																										
	FOODON:02010313	{organism} roast	{organism} roast (raw)	'{organism} roast' and 'has quality' some 'raw'			A raw {organism} roast.						beef|lamb|veal|bison|buffalo	pork																												
	FOODON:02010314	{organism} roast	{organism} roast (boneless)	'{organism} roast' and not ('has part' some ('derives from' some 'bone element')) 			A boneless {organism} roast.					chicken|turkey	beef|lamb|veal|bison|buffalo	pork																												
	FOODON:02010315	{organism} roast (boneless)	{organism} roast (boneless, raw)	'{organism} roast (boneless)' and 'has quality' some 'raw'			A raw and boneless {organism} roast.						beef|lamb|veal|bison|buffalo	pork																												
	FOODON:02020036	{organism} roast (boneless)	{organism} roast (boneless, seasoned, fresh frozen)	'{organism} roast (boneless)' and 'is specified output of' some 'food seasoning process' and 'has quality' some 'fresh frozen'			A boneless, seasoned and freshly frozen {organism} roast.					chicken|turkey	beef|lamb|veal	pork																												
